address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zipcode
Address: 653 Lake Street,2,3,2192,10/9/2012,1399500,37.786375,-122.46664,Lake,6,Condominium,1911,94118
Address: 1422 Douglass Street,1,2,1050,10/9/2012,1007000,37.745017,-122.438172,Diamond Heights,5,SingleFamily,1910,94131
Address: 368 Elm Street #407,2,2,1249,10/5/2012,805000,37.781379,-122.423141,Van Ness - Civic Center,5,Condominium,2007,94102
Address: 250 King Street #474,1,2,1060,7/11/2014,905000,37.777645,-122.39343,South of Market,4,Condominium,2004,94107
Address: 1200 Gough Street #15D,1,1,900,10/5/2012,465000,37.78482,-122.423994,Van Ness - Civic Center,4,Condominium,1966,94109
Address: 2171 Sacramento Street #2,1,2,950,10/5/2012,719000,37.790253,-122.428515,Pacific Heights,4,Condominium,1970,94109
Address: 66 Cleary Court #1503,2,3,1102,10/5/2012,739000,37.784298,-122.427058,Western Addition,5,Condominium,1963,94109
Address: 3332 Folsom Street,1,2,1100,10/5/2012,675000,37.744623,-122.413607,Bernal Heights,5,SingleFamily,1906,94110
Address: 545 Dolores Street,1.5,2,1618,10/5/2012,1200000,37.76077,-122.425625,Mission,6,Condominium,1908,94110
Address: 719 Madrid Street,1,2,895,10/5/2012,420000,37.71805,-122.435159,Excelsior,5,SingleFamily,1924,94112
Address: 12 Junior Terrace,1,0,1250,10/5/2012,625000,37.719492,-122.441373,Mission Terrace,8,SingleFamily,1941,94112
Address: 1044 Castro Street,1,2,1200,10/5/2012,950000,37.753068,-122.434528,Noe Valley,5,SingleFamily,1940,94114
Address: 3063 Washington Street #3,2,3,1939,4/28/2015,3210000,37.790139,-122.443636,Pacific Heights,6,Condominium,1890,94115
Address: 2239 20th Avenue,3,4,2223,4/5/2013,900000,37.745955,-122.477301,Parkside,9,SingleFamily,1925,94116
Address: 2191 33rd Avenue,2,3,1550,10/5/2012,820000,37.746322,-122.491231,Parkside,7,SingleFamily,1939,94116
Address: 2185 Ulloa Street,3.5,4,3000,10/5/2012,1265000,37.740858,-122.479508,Parkside,8,SingleFamily,1928,94116
Address: 1370 Hayes Street,5,9,5550,10/5/2012,735000,37.775123,-122.439021,North Panhandle,17,MultiFamily2To4,1900,94117
Address: 450 Fillmore Street #3,2,3,1500,10/5/2012,860000,37.773609,-122.430455,Hayes Valley,6,Condominium,1981,94117
Address: 159 Downey Street,3,4,3145,10/5/2012,2500000,37.76598,-122.447187,Parnassus - Ashbury,8,SingleFamily,1900,94117
Address: 568 5th Avenue #2,2,2,1163,10/5/2012,710000,37.77797,-122.46267,Inner Richmond,5,Condominium,1995,94118
Address: 215 Stanyan Street,2,3,1595,10/5/2012,912000,37.777188,-122.455398,Lone Mountain,6,SingleFamily,1940,94118
Address: 129 7th Avenue,2.25,3,1443,10/5/2012,1020000,37.786054,-122.466041,Lake,6,Condominium,1908,94118
Address: 418 40th Avenue,2.5,3,1665,10/5/2012,780000,37.780875,-122.500585,Outer Richmond,6,SingleFamily,1916,94121
Address: 520 El Camino Del Mar,5.5,6,4840,12/31/2015,6100000,37.787975,-122.488862,Sea Cliff,12,SingleFamily,1926,94121
Address: 2133 Lincoln Way,1,3,1207,10/5/2012,700000,37.765017,-122.480987,Central Sunset,7,Condominium,1923,94122
Address: 611 Marina Boulevard,3.5,5,4178,10/5/2012,3750000,37.805269,-122.444261,Marina,11,SingleFamily,1929,94123
Address: 1554 Shafter Avenue,2,4,1473,5/5/2015,800000,37.730768,-122.389717,Bayview,7,SingleFamily,1951,94124
Address: 43 Bridgeview Drive,2,4,1599,10/5/2012,380000,37.73449,-122.394385,Silver Terrace,6,SingleFamily,1944,94124
Address: 5900 3rd Street #2214,2,2,1011,11/7/2014,626500,37.724595,-122.394832,Bayview,5,Condominium,2010,94124
Address: 1 Quartz Way,2,4,1779,10/5/2012,1072000,37.74551,-122.445574,Diamond Heights,7,SingleFamily,1962,94131
Address: 1828 Castro Street,1.5,2,1581,10/10/2014,1900000,37.746839,-122.433978,Noe Valley,5,SingleFamily,1921,94131
Address: 338 Vernon Street,2,3,1250,10/5/2012,635000,37.718622,-122.467768,Merced Heights,6,SingleFamily,1944,94132
Address: 360 Guerrero Street #217,1,1,508,10/4/2012,388000,37.765474,-122.424915,Mission,2,Condominium,1983,94103
Address: 1 Bluxome Street #208,2,1,1772,10/4/2012,1200000,37.777235,-122.395585,South of Market,2,Condominium,2003,94107
Address: 152 26th Avenue,4.5,4,3698,10/4/2012,3056000,37.786583,-122.485955,Lake,9,SingleFamily,1937,94121
Address: 1426 27th Avenue,1,2,1380,10/4/2012,825000,37.760783,-122.485201,Central Sunset,5,SingleFamily,1928,94122
Address: 199 Tiffany Avenue #303,2,2,1035,10/3/2012,460000,37.744274,-122.421279,Bernal Heights,5,SingleFamily,2004,94110
Address: 681 Peralta Avenue,1,2,1222,10/3/2012,780000,37.741647,-122.408643,Bernal Heights,5,SingleFamily,1955,94110
Address: 563 Lisbon Street,2.25,4,1800,4/2/2013,610000,37.719341,-122.435276,Excelsior,6,SingleFamily,1911,94112
Address: 38 Fountain Street,2,3,1575,10/3/2012,1450000,37.750189,-122.441934,Noe Valley,8,SingleFamily,1947,94114
Address: 1790 Page Street,3,4,2688,10/3/2012,1320000,37.770785,-122.450188,Haight-Ashbury,12,MultiFamily2To4,1898,94117
Address: 234 21st Avenue #101,1,1,818,10/3/2012,862000,37.783403,-122.480347,Central Richmond,3,Condominium,1981,94121
Address: 1254 6th Avenue,1,3,3675,10/3/2012,625000,37.764915,-122.462867,Inner Sunset,14,Duplex,1906,94122
Address: 1822 22nd Avenue,2,3,1565,10/3/2012,768000,37.753627,-122.479325,Central Sunset,9,SingleFamily,1931,94122
Address: 1546 Quesada Avenue,1,1,750,10/3/2012,205000,37.73194,-122.38845,Bayview,3,SingleFamily,1907,94124
Address: 766 Thornton Avenue,1,2,1438,10/3/2012,550000,37.730893,-122.403332,Silver Terrace,8,Condominium,1930,94124
Address: 542 Myra Way,2.5,3,2142,7/30/2013,1251000,37.737926,-122.450769,Miraloma Park,7,SingleFamily,2013,94127
Address: 280 Valdez Avenue,2,3,1735,10/3/2012,979000,37.73254,-122.455745,Westwood Highlands,6,SingleFamily,1925,94127
Address: 368 Vallejo Street,2,2,900,10/3/2012,960000,37.799412,-122.403528,Telegraph Hill,5,SingleFamily,1904,94133
Address: 325 Berry Street #602,1,1,1117,10/3/2012,702000,37.773387,-122.395759,South of Market,5,Condominium,2007,94158
Address: 200 Brannan Street #215,1,1,796,5/31/2013,750000,37.783594,-122.390725,South Beach,5,Condominium,2004,94107
Address: 900 Bush Street #716,2,2,853,10/2/2012,515000,37.789945,-122.412735,Downtown,5,Condominium,1982,94109
Address: 1380 Greenwich Street #111,2,2,900,10/2/2012,810000,37.80096,-122.422455,Russian Hill,5,Condominium,1990,94109
Address: 1388 Gough Street #1108,2,2,1267,10/2/2012,900000,37.78587,-122.424455,Van Ness - Civic Center,5,SingleFamily,1993,94109
Address: 438 Fair Oaks Street,1,2,863,10/2/2012,700000,37.749588,-122.424082,Mission,14,Condominium,1910,94110
Address: 222 Broad Street,1,3,1109,10/2/2012,450000,37.713448,-122.459945,Oceanview,6,SingleFamily,1907,94112
Address: 207 Cole Street,2.5,3,2231,10/2/2012,1442000,37.773092,-122.451196,North Panhandle,6,SingleFamily,1904,94117
Address: 685 40th Avenue,1,3,1637,10/2/2012,720000,37.775902,-122.50084,Outer Richmond,8,SingleFamily,1919,94121
Address: 1567 42nd Avenue,2,3,1400,10/2/2012,640000,37.757488,-122.501749,Outer Sunset,6,SingleFamily,1941,94122
Address: 1650 Moraga Street,3,3,1640,10/2/2012,725000,37.756076,-122.480634,Central Sunset,6,SingleFamily,1937,94122
Address: 1678 28th Avenue,1.5,2,1581,10/2/2012,741000,37.756117,-122.485949,Central Sunset,10,SingleFamily,1929,94122
Address: 528 Lawton Street,2,3,1832,10/2/2012,1015000,37.758575,-122.468612,Inner Sunset,6,SingleFamily,1949,94122
Address: 555 4th Street #536,1,1,720,10/1/2012,500000,37.779422,-122.396712,South of Market,4,Condominium,2006,94107
Address: 250 King Street #1616,2,2,1420,10/1/2012,1405000,37.777645,-122.39343,South of Market,4,Condominium,2004,94107
Address: 2964 25th Street #301,2.5,2,1030,10/1/2012,650000,37.751403,-122.409442,Mission,5,Condominium,2005,94110
Address: 333 Elsie Street,1,2,800,10/1/2012,800000,37.738826,-122.41976,Bernal Heights,5,SingleFamily,1907,94110
Address: 267 Staples Avenue,1,3,960,7/31/2013,840000,37.728828,-122.448095,Sunnyside,5,SingleFamily,1925,94112
Address: 369 Baltimore Way,2,3,1160,10/1/2012,633500,37.70891,-122.438972,Crocker Amazon,7,SingleFamily,1961,94112
Address: 1200 32nd Avenue,1,3,1440,10/1/2012,820000,37.764675,-122.490898,Central Sunset,6,SingleFamily,1925,94122
Address: 1501 Greenwich Street #306,1,1,615,10/1/2012,615000,37.800064,-122.424682,Cow Hollow,2,Condominium,2008,94123
Address: 2380 Vallejo Street,3.5,4,3042,10/1/2012,3195000,37.79533,-122.43654,Pacific Heights,10,SingleFamily,1908,94123
Address: 380 10th Street #12,1,1,789,9/28/2012,555000,37.771683,-122.411809,South of Market,4,Condominium,2004,94103
Address: 398 Kansas Street,2,2,931,12/16/2011,670000,37.764114,-122.402984,Potrero Hill,4,Condominium,2007,94107
Address: 74 New Montgomery Street #508,1,1,952,9/28/2012,770000,37.787456,-122.401306,Yerba Buena,4,Condominium,1914,94105
Address: 1236 Rhode Island Street #12,2,3,1003,9/28/2012,540000,37.753905,-122.40202,Potrero Hill,6,Condominium,1989,94107
Address: 170 King Street #309,1,1,664,9/28/2012,600000,37.77898,-122.391769,South Beach,3,Condominium,2007,94107
Address: 1 Bluxome Street #417,1.5,2,1361,9/28/2012,610000,37.777576,-122.39582,South of Market,7,Condominium,2003,94107
Address: 88 King Street #812,2,2,1141,9/28/2012,915000,37.78063,-122.389635,South Beach,4,Condominium,2000,94107
Address: 1177 California Street #311,1,1,437,9/28/2012,295000,37.791089,-122.413658,Downtown,2,Condominium,1978,94108
Address: 960 Bush Street #110,1,1,530,4/9/2013,323000,37.789945,-122.412735,Downtown,4,Condominium,1982,94109
Address: 16 Leroy Place,2.5,3,1828,9/23/2015,2808000,37.791965,-122.414924,Nob Hill,6,Condominium,1988,94109
Address: 826 Alabama Street,2,2,2366,9/28/2012,555000,37.758302,-122.411779,Mission,13,Condominium,1900,94110
Address: 3239 Mission Street #7,1,2,1042,9/28/2012,615000,37.744908,-122.4199,Bernal Heights,4,Condominium,1980,94110
Address: 117 Coleridge Street,2,3,2375,4/16/2013,1160000,37.743692,-122.419479,Bernal Heights,11,SingleFamily,1923,94110
Address: 16 Bessie Street,2,2,1100,9/28/2012,800000,37.746582,-122.414758,Bernal Heights,6,Duplex,1900,94110
Address: 470 Paris Street,1,2,900,10/3/2014,630000,37.721391,-122.4355,Excelsior,5,SingleFamily,1915,94112
Address: 930 Prague Street,2,3,1612,9/28/2012,615000,37.710316,-122.435631,Crocker Amazon,7,SingleFamily,1925,94112
Address: 107 Caselli Avenue,1,1,873,9/28/2012,782000,37.759486,-122.441207,Eureka Valley - Dolores Heights - Castro,6,Condominium,1927,94114
Address: 1345 Turk Street #202,2,2,1005,9/28/2012,231500,37.780553,-122.431234,Western Addition,4,Condominium,2012,94115
Address: 2200 Pacific Avenue #5C,2,2,1850,9/28/2012,1500000,37.793994,-122.43182,Pacific Heights,5,Condominium,1962,94115
Address: 2774 39th Avenue,1,2,1011,9/28/2012,660000,37.735148,-122.496305,Outer Parkside,4,SingleFamily,1948,94116
Address: 2691 35th Avenue,3,3,2553,9/28/2012,850000,37.737172,-122.492832,Parkside,10,SingleFamily,1939,94116
Address: 355 East Buena Vista Avenue #102W,1,1,762,9/28/2012,555000,37.767292,-122.439918,Buena Vista Park,3,Condominium,1986,94117
Address: 2172 Fell Street,2,3,1534,2/25/2014,1534500,37.772267,-122.453582,North Panhandle,5,Condominium,1999,94117
Address: 186 5th Avenue,1,1,867,9/28/2012,629000,37.78543,-122.463465,Lake,4,Condominium,1921,94118
Address: 127 7th Avenue,2,3,1782,9/28/2012,1050000,37.786055,-122.466055,Lake,6,Condominium,1908,94118
Address: 324 Maple Street,2,3,1768,9/28/2012,1385000,37.787399,-122.455016,Presidio Heights,6,Condominium,1907,94118
Address: 314 21st Avenue,3,4,2409,10/2/2013,1320000,37.781877,-122.480286,Central Richmond,10,Duplex,1920,94121
Address: 126 18th Avenue,5,5,4000,5/29/2015,2120000,37.785521,-122.477276,Lake,7,SingleFamily,2015,94121
Address: 1682 33rd Avenue,1,2,1175,9/28/2012,680000,37.755809,-122.491364,Central Sunset,7,SingleFamily,1941,94122
Address: 1414 6th Avenue,3,3,2100,9/28/2012,975000,37.761979,-122.462662,Inner Sunset,8,SingleFamily,1924,94122
Address: 1576 18th Avenue,3.5,4,2850,9/28/2012,1225500,37.758437,-122.475365,Inner Sunset,6,SingleFamily,1988,94122
Address: 1350 6th Avenue,3,4,3335,9/28/2012,2212500,37.763228,-122.462707,Inner Sunset,10,SingleFamily,1914,94122
Address: 900 Gilman Avenue #7,1,2,780,9/28/2012,160000,37.717567,-122.386436,Bayview,5,Condominium,2006,94124
Address: 1566 Newcomb Avenue,2,3,1196,8/6/2013,550000,37.735077,-122.388976,Bayview,5,Condominium,1900,94124
Address: 88 Lydia Avenue,3,3,1394,9/28/2012,460000,37.727888,-122.398602,Bayview,6,SingleFamily,1998,94124
Address: 257 Waterville Street,2,4,1250,9/28/2012,475000,37.731578,-122.401978,Silver Terrace,7,SingleFamily,1941,94124
Address: 48 Lydia Avenue,2,3,1394,9/28/2012,490000,37.727535,-122.397982,Bayview,6,SingleFamily,1998,94124
Address: 535 Mangels Avenue,1,2,887,9/28/2012,530000,37.732831,-122.449712,Sunnyside,8,SingleFamily,1927,94127
Address: 931 Bosworth Street #D,2,2,1152,9/28/2012,550000,37.733888,-122.437208,Glen Park,4,Condominium,1986,94131
Address: 75 Swiss Avenue,2,2,925,9/28/2012,800000,37.736882,-122.438019,Glen Park,4,SingleFamily,1949,94131
Address: 120 28th Street,2,3,2150,9/28/2012,880000,37.745633,-122.425243,Noe Valley,9,Duplex,1900,94131
Address: 101 Crescent Way #2103,2,2,1337,9/28/2012,350000,37.710918,-122.389238,Bayview,5,Condominium,2001,94134
Address: 607 Silver Avenue,1,2,862,8/28/2015,658000,37.728978,-122.423692,Excelsior,4,SingleFamily,1942,94134
Address: 201 Harrison Street #428,1,1,395,9/27/2012,305000,37.787585,-122.39048,South Beach,1,Condominium,1991,94105
Address: 555 4th Street #900,2,2,1111,11/26/2014,1238000,37.779422,-122.39669,South of Market,5,Condominium,2006,94107
Address: 212 Chattanooga Street,3,3,1949,6/13/2014,2495000,37.752847,-122.426704,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1900,94114
Address: 1301 Fulton Street #201,1,2,962,9/27/2012,575000,37.776525,-122.43851,North Panhandle,5,MultiFamily2To4,1987,94117
Address: 1244 6th Avenue,1,2,1187,9/27/2012,765000,37.765243,-122.46289,Inner Sunset,6,Condominium,1907,94122
Address: 51 Rio Court,1.5,2,1162,9/27/2012,850000,37.738281,-122.445971,Miraloma Park,5,SingleFamily,1940,94127
Address: 199 New Montgomery Street #310,2,2,1162,9/26/2012,750000,37.786606,-122.399099,Yerba Buena,7,Condominium,2004,94105
Address: 815 Rhode Island Street,3,3,2014,9/26/2012,910000,37.759387,-122.40174,Potrero Hill,9,MultiFamily2To4,1910,94107
Address: 1177 California Street #1415,1,1,795,9/26/2012,525000,37.791089,-122.413658,Downtown,3,Condominium,1978,94108
Address: 700 Capitol Avenue,1,2,1175,9/26/2012,515000,37.716832,-122.458916,Oceanview,5,SingleFamily,1954,94112
Address: 318 Hill Street,1,2,1336,9/26/2012,1110000,37.755896,-122.428465,Eureka Valley - Dolores Heights - Castro,6,SingleFamily,1924,94114
Address: 439 Alvarado Street,2,3,1682,9/26/2012,1480000,37.75366,-122.430748,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1900,94114
Address: 366 Liberty Street,2.5,3,2403,9/26/2012,3090000,37.75745,-122.429421,Eureka Valley - Dolores Heights - Castro,6,SingleFamily,1951,94114
Address: 1844 Scott Street,2,3,1012,9/26/2012,775000,37.786993,-122.438246,Lower Pacific Heights,5,Condominium,1900,94115
Address: 2358 Steiner Street,2,1,1045,9/26/2012,1903000,37.791135,-122.435675,Pacific Heights,7,Condominium,1900,94115
Address: 431 2nd Avenue,2,4,3218,9/26/2012,1200000,37.780513,-122.460277,Inner Richmond,13,MultiFamily2To4,1912,94118
Address: 563 37th Avenue,5,6,3608,9/26/2012,725000,37.778192,-122.497825,Outer Richmond,14,Duplex,1985,94121
Address: 282 28th Avenue,3,4,2548,9/26/2012,1690000,37.784118,-122.487935,Sea Cliff,8,SingleFamily,1916,94121
Address: 1767 9th Avenue,5,7,4274,9/26/2012,780000,37.755322,-122.466032,Inner Sunset,11,Duplex,1997,94122
Address: 1770 Oakdale Avenue,1,3,1294,9/26/2012,372000,37.736613,-122.393352,Bayview,5,SingleFamily,1949,94124
Address: 311 Mangels Avenue,2,3,1221,9/26/2012,860000,37.732903,-122.444716,Sunnyside,5,SingleFamily,1961,94127
Address: 342 Holyoke Street,1,2,1275,2/27/2012,320000,37.726897,-122.409098,Portola,5,SingleFamily,1908,94134
Address: 22 Dunsmuir Street,2,3,1250,9/26/2012,660000,37.730628,-122.414456,Portola,5,SingleFamily,1936,94134
Address: 621 Cambridge Street,3,5,3400,9/26/2012,730000,37.723772,-122.417072,Portola,10,SingleFamily,1995,94134
Address: 360 Guerrero Street #103,1,1,844,7/1/2015,781000,37.765474,-122.424915,Mission,3,Condominium,1983,94103
Address: 1047 Mississippi Street #2,1.5,1,1294,9/25/2012,575000,37.753164,-122.393373,Potrero Hill,3,Condominium,2001,94107
Address: 1805 Pine Street #21,1,1,493,9/25/2012,439000,37.788791,-122.425646,Lower Pacific Heights,2,Condominium,1924,94109
Address: 350 Alabama Street #10,2.5,3,1842,3/20/2015,1600000,37.76481,-122.41271,Mission,6,Condominium,2003,94110
Address: 624 Excelsior Avenue,1,2,1200,9/25/2012,510000,37.723594,-122.428534,Excelsior,5,SingleFamily,1926,94112
Address: 1727 Lyon Street,1,3,1708,9/25/2012,1125000,37.786832,-122.445653,Lower Pacific Heights,6,Condominium,1902,94115
Address: 1915 Pierce Street,3.5,5,2617,9/25/2012,2300000,37.787809,-122.437265,Lower Pacific Heights,8,SingleFamily,1900,94115
Address: 2443 25th Avenue,4.5,5,2080,9/25/2012,1052500,37.74192,-122.482391,Parkside,9,SingleFamily,1916,94116
Address: 2678 18th Avenue,5,4,2487,9/25/2012,1240000,37.737935,-122.473936,Inner Parkside,8,SingleFamily,1936,94116
Address: 845 Lake Street #2,1,1,909,9/25/2012,619000,37.786299,-122.468762,Lake,4,Condominium,1922,94118
Address: 855 La Playa Street #351,2,2,1125,9/25/2012,495500,37.772199,-122.510375,Outer Richmond,4,Condominium,1982,94121
Address: 2913 Clement Street,3,3,1444,9/25/2012,780000,37.781505,-122.490569,Central Richmond,6,Condominium,1996,94121
Address: 4225 Lawton Street,1,2,1000,9/25/2012,627000,37.756345,-122.508281,Outer Sunset,5,SingleFamily,1947,94122
Address: 2920 Ingalls Street,1.5,3,920,12/14/2012,425000,37.720801,-122.391759,Bayview,5,SingleFamily,1943,94124
Address: 201 San Anselmo Avenue,3.5,5,3706,9/25/2012,2000000,37.73436,-122.464203,St. Francis Wood,11,SingleFamily,1950,94127
Address: 5150 Diamond Heights Boulevard #107B,1,1,744,9/25/2012,408000,37.746441,-122.440418,Diamond Heights,3,Condominium,1972,94131
Address: 765 Brussels Street,2,3,2205,9/25/2012,755000,37.722766,-122.403456,Portola,7,SingleFamily,1987,94134
Address: 3 Clarence Place,3,3,2590,9/24/2012,2375000,37.779743,-122.392652,South Beach,6,Condominium,1998,94107
Address: 416 Hanover Street,1,2,1200,9/24/2012,556000,37.708636,-122.445415,Crocker Amazon,6,SingleFamily,1926,94112
Address: 2430 Vallejo Street,7.5,6,4721,9/24/2012,7350000,37.795246,-122.43749,Pacific Heights,13,SingleFamily,1905,94123
Address: 3645 Market Street #2,3,3,1804,4/25/2003,356500,37.755509,-122.440984,Twin Peaks,9,Condominium,2000,94131
Address: 367 Head Street,2,3,1496,10/18/2013,685000,37.713725,-122.464671,Ingleside Heights,7,SingleFamily,1941,94132
Address: 250 King Street #1514,1,1,962,9/21/2012,655000,37.777641,-122.393417,South of Market,3,Condominium,2004,94107
Address: 155 Ames Street,2,3,2190,9/21/2012,1450000,37.75427,-122.423612,Mission,6,Condominium,2010,94110
Address: 242 Athens Street,2,2,1350,9/21/2012,476000,37.724183,-122.426848,Excelsior,6,SingleFamily,1900,94112
Address: 90 Robinson Drive,1,2,1165,9/21/2012,525000,37.708469,-122.427957,Crocker Amazon,6,SingleFamily,1951,94112
Address: 258 Judson Avenue,1,2,1025,9/21/2012,670000,37.728582,-122.447921,Sunnyside,5,SingleFamily,1928,94112
Address: 1983 15th Street,2,3,1362,9/21/2012,1190000,37.765932,-122.428354,Mission,6,Condominium,1908,94114
Address: 44 Diamond Street,3,2,1788,8/11/2014,2073500,37.761537,-122.437592,Eureka Valley - Dolores Heights - Castro,6,SingleFamily,1959,94114
Address: 2544 Washington Street #A,2,2,1116,9/25/2012,35000,37.791764,-122.435177,Pacific Heights,5,Condominium,1900,94115
Address: 749 Baker Street,2,2,1352,2/24/2015,975000,37.778034,-122.442153,North Panhandle,4,Condominium,1900,94115
Address: 2040 Sutter Street #307,2,2,987,9/21/2012,825000,37.786233,-122.434364,Lower Pacific Heights,5,Condominium,1984,94115
Address: 2682 19th Avenue,1,2,1250,9/21/2012,633000,37.737825,-122.474975,Inner Parkside,5,SingleFamily,1938,94116
Address: 512 Dewey Boulevard,3.5,5,3504,9/21/2012,1865000,37.745392,-122.462044,Forest Hill,7,SingleFamily,1930,94116
Address: 910 Page Street,1,2,970,9/21/2012,835000,37.77263,-122.436145,Hayes Valley,3,Condominium,1900,94117
Address: 5606 California Street #201,2.5,4,2139,9/21/2012,1040000,37.784486,-122.477794,Lake,7,Condominium,1992,94121
Address: 1580 Great Highway #3,2,4,2000,9/21/2012,525000,37.756945,-122.50858,Outer Sunset,7,Condominium,1985,94122
Address: 18 Bitting Avenue,2,3,1394,9/21/2012,350000,37.726858,-122.397985,Bayview,6,SingleFamily,1999,94124
Address: 312 Topeka Avenue,3,7,1000,9/21/2012,600000,37.731605,-122.395712,Silver Terrace,11,SingleFamily,1944,94124
Address: 226 Valley Street,2,3,1650,4/21/2015,3850000,37.744698,-122.427481,Noe Valley,7,SingleFamily,1884,94131
Address: 234 Monticello Street,1.5,2,812,9/21/2012,535000,37.718535,-122.470464,Merced Heights,5,SingleFamily,1942,94132
Address: 120 Burrows Street #2,1,2,825,9/21/2012,295000,37.728905,-122.404705,Portola,4,Condominium,1980,94134
Address: 135 Wilde Avenue,2,3,1606,2/13/2008,760000,37.716215,-122.400685,Visitacion Valley,8,SingleFamily,1929,94134
Address: 321 Langton Street #15,1.5,1,837,9/22/2014,720000,37.773626,-122.404713,South of Market,4,Condominium,1999,94103
Address: 425 1st Street #2403,2,2,1278,9/20/2012,1120000,37.786064,-122.392173,South Beach,4,Condominium,2008,94105
Address: 555 4th Street #449,1,1,632,9/20/2012,500000,37.779422,-122.396712,South of Market,4,Condominium,2006,94107
Address: 1422 De Haro Street #1,3,3,1675,9/20/2012,685000,37.751592,-122.400638,Potrero Hill,6,Condominium,1990,94107
Address: 1483 Sutter Street #1006,2,2,1128,9/20/2012,828000,37.78675,-122.424235,Van Ness - Civic Center,5,Condominium,1993,94109
Address: 1845 Leavenworth Street #204,1.25,1,1011,9/20/2012,840000,37.798047,-122.417357,Russian Hill,7,Condominium,1910,94109
Address: 618 Paris Street,2,4,1534,9/20/2012,480000,37.719053,-122.437265,Excelsior,9,SingleFamily,1906,94112
Address: 278 Munich Street,1,3,1300,9/20/2012,628000,37.721337,-122.426822,Excelsior,8,SingleFamily,1949,94112
Address: 2584 San Jose Avenue,2,3,1579,9/20/2012,635000,37.716758,-122.450259,Ingleside,6,SingleFamily,1910,94112
Address: 246 Corbett Avenue,2.5,3,1300,1/29/2014,573000,37.761512,-122.443959,Corona Heights,7,SingleFamily,1904,94114
Address: 783 Page Street,1,2,1299,9/20/2012,925000,37.772632,-122.433528,Hayes Valley,5,Condominium,1911,94117
Address: 293 Edgewood Avenue,2,2,1970,9/20/2012,1350000,37.760811,-122.455503,Parnassus - Ashbury,6,SingleFamily,1916,94117
Address: 1021 Lake Street,1,2,3373,5/30/2014,565000,37.786167,-122.470473,Lake,13,Condominium,1912,94118
Address: 3543 Washington Street,2,4,2761,9/20/2012,2400000,37.789155,-122.451375,Presidio Heights,7,Condominium,1912,94118
Address: 131 3rd Avenue,3.5,3,3100,9/20/2012,2475000,37.786181,-122.461757,Lake,13,SingleFamily,1904,94118
Address: 363 Marina Boulevard,2,3,2580,9/20/2012,2550000,37.805968,-122.438735,Marina,8,SingleFamily,1930,94123
Address: 200 29th Street #3,2.5,2,1437,9/20/2012,945000,37.744018,-122.424827,Noe Valley,5,Condominium,2004,94131
Address: 194 Beverly Street,2,3,1500,9/20/2012,720000,37.719438,-122.471506,Merced Heights,6,SingleFamily,1953,94132
Address: 856 Green Street #5,1,1,710,9/20/2012,710000,37.79926,-122.413295,Russian Hill,3,Condominium,1908,94133
Address: 250 King Street #1318,2,2,1208,12/29/2011,740000,37.777645,-122.39343,South of Market,4,Condominium,2004,94107
Address: 1001 Pine Street #202,1,2,815,9/19/2012,605000,37.790348,-122.412568,Downtown,4,Condominium,1963,94109
Address: 977 Guerrero Street,1,2,1440,12/23/2015,2000000,37.755558,-122.422897,Mission,6,Condominium,1900,94110
Address: 911 Elizabeth Street,2,2,1290,9/19/2012,1149000,37.751538,-122.440999,Noe Valley,5,SingleFamily,1937,94114
Address: 1345 Turk Street #108,1,1,626,9/19/2012,215000,37.780553,-122.431234,Western Addition,3,Condominium,2012,94115
Address: 2887 Bush Street #4,1,1,570,11/6/2013,470000,37.785354,-122.444724,Lower Pacific Heights,2,Condominium,1910,94115
Address: 2406 22nd Avenue,2,4,2482,9/19/2012,600000,37.742677,-122.47856,Parkside,10,SingleFamily,1924,94116
Address: 1950 22nd Avenue,2,4,1700,9/19/2012,870000,37.751283,-122.47916,Parkside,7,SingleFamily,1940,94116
Address: 1445 Cole Street,2,3,1860,9/19/2012,1900000,37.761023,-122.449286,Parnassus - Ashbury,5,SingleFamily,1913,94117
Address: 1410 Jefferson Street,3,3,2953,9/19/2012,1975000,37.805793,-122.435923,Marina,9,SingleFamily,1931,94123
Address: 1566 Innes Avenue,1,2,1050,9/19/2012,425000,37.739267,-122.388033,Bayview,5,SingleFamily,1951,94124
Address: 60 Juanita Way,2,3,1616,9/19/2012,790000,37.743965,-122.452961,Miraloma Park,6,SingleFamily,1936,94127
Address: 939 Jackson Street #201,2,2,1087,9/19/2012,780000,37.795282,-122.410501,Nob Hill,4,MultiFamily2To4,2005,94133
Address: 432 Ivy Street,2.5,3,1809,10/16/2012,1380000,37.777192,-122.425346,Hayes Valley,7,SingleFamily,1911,94102
Address: 765 Market Street #36E,2.5,2,1453,9/18/2012,1950000,37.78622,-122.40431,Yerba Buena,5,Condominium,2001,94103
Address: 3653 20th Street,3,3,1346,9/18/2012,1010000,37.758187,-122.422417,Mission,7,Condominium,1900,94110
Address: 201 Naples Street,2,2,1402,9/18/2012,318000,37.725295,-122.427499,Excelsior,5,SingleFamily,1907,94112
